Giá nhà,Địa chỉ,Diện tích,Số phòng ngủ,Tổng số tầng,Loại hình nhà ở,Giấy tờ pháp lý,url
570 triệu,"Đường 224, Xã Hòa Phú, Huyện Củ Chi, Tp Hồ Chí Minh",45 m²,1 phòng,1,"Nhà mặt phố, mặt tiền",Giấy tờ khác,https://www.nhatot.com/mua-ban-nha-dat-huyen-cu-chi-tp-ho-chi-minh/110821002.htm
"2,89 tỷ","Hẻm 76 Nguyễn Sơn, Phường Phú Thọ Hòa, Quận Tân Phú, Tp Hồ Chí Minh",48 m²,2 phòng,,"Nhà ngõ, hẻm",Đã có sổ,https://www.nhatot.com/mua-ban-nha-dat-quan-tan-phu-tp-ho-chi-minh/110124150.htm#px=SR-special_display_ad-[PO-10][PL-default]
"11,5 tỷ","Tân Cảng, Phường 25, Quận Bình Thạnh, Tp Hồ Chí Minh",70 m²,4 phòng,,"Nhà ngõ, hẻm",,https://www.nhatot.com/mua-ban-nha-dat-quan-binh-thanh-tp-ho-chi-minh/110820990.htm
"3,1 tỷ","Lê Đức Thọ, Phường 17, Quận Gò Vấp, Tp Hồ Chí Minh",54 m²,3 phòng,,"Nhà ngõ, hẻm",Đã có sổ,https://www.nhatot.com/mua-ban-nha-dat-quan-go-vap-tp-ho-chi-minh/109472310.htm#px=SR-special_display_ad-[PO-9][PL-default]
"4,3 tỷ","Đường số 20, Phường Hiệp Bình Chánh (Quận Thủ Đức cũ), Thành phố Thủ Đức, Tp Hồ Chí Minh",72 m²,2 phòng,,"Nhà ngõ, hẻm",,https://www.nhatot.com/mua-ban-nha-dat-thanh-pho-thu-duc-tp-ho-chi-minh/110820998.htm
"3,45 tỷ","Đường Nguyễn Chí Thanh, Phường 12, Quận 5, Tp Hồ Chí Minh",40 m²,3 phòng,,"Nhà ngõ, hẻm",Đã có sổ,https://www.nhatot.com/mua-ban-nha-dat-quan-5-tp-ho-chi-minh/110820985.htm#px=SR-special_display_ad-[PO-14][PL-default]
"3,59 tỷ","Lê Văn Sỹ, Phường 3, Quận 3, Tp Hồ Chí Minh",50 m²,4 phòng,2,"Nhà mặt phố, mặt tiền",Đã có sổ,https://www.nhatot.com/mua-ban-nha-dat-quan-3-tp-ho-chi-minh/110820979.htm
"2,65 tỷ","Lê Văn Sỹ, Phường 1, Quận Tân Bình, Tp Hồ Chí Minh",45.6 m²,4 phòng,3,"Nhà ngõ, hẻm",Đã có sổ,https://www.nhatot.com/mua-ban-nha-dat-quan-tan-binh-tp-ho-chi-minh/110533335.htm
"2,55 tỷ","Cách Mạng Tháng 8, Phường 5, Quận Tân Bình, Tp Hồ Chí Minh",68 m²,3 phòng,,"Nhà mặt phố, mặt tiền",Đã có sổ,https://www.nhatot.com/mua-ban-nha-dat-quan-tan-binh-tp-ho-chi-minh/108837842.htm
"4,7 tỷ","Hẻm 78/, Nguyễn Lâm, Phường 7, Quận Phú Nhuận, Tp Hồ Chí Minh",50 m²,4 phòng,1,"Nhà ngõ, hẻm",Đã có sổ,https://www.nhatot.com/mua-ban-nha-dat-quan-phu-nhuan-tp-ho-chi-minh/110820921.htm
6 tỷ,"Bùi Viện, Phường Phạm Ngũ Lão, Quận 1, Tp Hồ Chí Minh",40 m²,2 phòng,1,"Nhà ngõ, hẻm",Đã có sổ,https://www.nhatot.com/mua-ban-nha-dat-quan-1-tp-ho-chi-minh/110820954.htm
"3,6 tỷ","Đường Huỳnh Tấn Phát, Phường Tân Phú, Quận 7, Tp Hồ Chí Minh",85 m²,3 phòng,2,"Nhà ngõ, hẻm",Đã có sổ,https://www.nhatot.com/mua-ban-nha-dat-quan-7-tp-ho-chi-minh/110820915.htm
"2,55 tỷ","Cách Mạng Tháng 8, Phường 5, Quận Tân Bình, Tp Hồ Chí Minh",68 m²,3 phòng,,"Nhà mặt phố, mặt tiền",Đã có sổ,https://www.nhatot.com/mua-ban-nha-dat-quan-tan-binh-tp-ho-chi-minh/108837842.htm
"3,6 tỷ","Đường Huỳnh Tấn Phát, Phường Tân Phú, Quận 7, Tp Hồ Chí Minh",85 m²,3 phòng,2,"Nhà ngõ, hẻm",Đã có sổ,https://www.nhatot.com/mua-ban-nha-dat-quan-7-tp-ho-chi-minh/110820915.htm
"4,7 tỷ","Hẻm 78/, Nguyễn Lâm, Phường 7, Quận Phú Nhuận, Tp Hồ Chí Minh",50 m²,4 phòng,1,"Nhà ngõ, hẻm",Đã có sổ,https://www.nhatot.com/mua-ban-nha-dat-quan-phu-nhuan-tp-ho-chi-minh/110820921.htm
"3,49 tỷ","Lê Văn Sỹ, Phường 3, Quận 3, Tp Hồ Chí Minh",60 m²,4 phòng,3,"Nhà mặt phố, mặt tiền",Đã có sổ,https://www.nhatot.com/mua-ban-nha-dat-quan-3-tp-ho-chi-minh/110820911.htm
"1,29 tỷ","Đường Lê Quang Sung, Phường 6, Quận 6, Tp Hồ Chí Minh",66 m²,3 phòng,11,"Nhà ngõ, hẻm",,https://www.nhatot.com/mua-ban-nha-dat-quan-6-tp-ho-chi-minh/110820893.htm
9 tỷ,"Đường Kinh Dương Vương, Phường An Lạc A, Quận Bình Tân, Tp Hồ Chí Minh",44 m²,8 phòng,3,"Nhà mặt phố, mặt tiền",Đã có sổ,https://www.nhatot.com/mua-ban-nha-dat-quan-binh-tan-tp-ho-chi-minh/110735625.htm
"2,75 tỷ","Đồng Đen, Phường 10, Quận Tân Bình, Tp Hồ Chí Minh",44 m²,3 phòng,,"Nhà ngõ, hẻm",Đã có sổ,https://www.nhatot.com/mua-ban-nha-dat-quan-tan-binh-tp-ho-chi-minh/110524860.htm
"4,13 tỷ","Hồ Hảo Hớn, Phường Cô Giang, Quận 1, Tp Hồ Chí Minh",61.5 m²,4 phòng,4,"Nhà ngõ, hẻm",Đã có sổ,https://www.nhatot.com/mua-ban-nha-dat-quan-1-tp-ho-chi-minh/110518901.htm
"5,8 tỷ","Đường Thạnh Xuân 21, Phường Thạnh Xuân, Quận 12, Tp Hồ Chí Minh",200 m²,5 phòng,4,Nhà biệt thự,Đã có sổ,https://www.nhatot.com/mua-ban-nha-dat-quan-12-tp-ho-chi-minh/110692210.htm
"7,99 tỷ","Nguyễn Thị Búp, Phường Hiệp Thành, Quận 12, Tp Hồ Chí Minh",90 m²,5 phòng,,"Nhà mặt phố, mặt tiền",Đã có sổ,https://www.nhatot.com/mua-ban-nha-dat-quan-12-tp-ho-chi-minh/110196825.htm#px=SR-special_display_ad-[PO-10][PL-default]
3 tỷ,"Đường Huỳnh Tấn Phát, Phường Tân Phú, Quận 7, Tp Hồ Chí Minh",48 m²,2 phòng,2,"Nhà ngõ, hẻm",Đã có sổ,https://www.nhatot.com/mua-ban-nha-dat-quan-7-tp-ho-chi-minh/110642198.htm#px=SR-special_display_ad-[PO-12][PL-default]
"2,25 tỷ","Độc Lập, Phường Tân Thành, Quận Tân Phú, Tp Hồ Chí Minh",76.5 m²,3 phòng,2,"Nhà mặt phố, mặt tiền",Đã có sổ,https://www.nhatot.com/mua-ban-nha-dat-quan-tan-phu-tp-ho-chi-minh/110820885.htm
"2,2 tỷ","Đường Thích Quảng Đức, Phường 4, Quận Phú Nhuận, Tp Hồ Chí Minh",55 m²,2 phòng,,"Nhà ngõ, hẻm",,https://www.nhatot.com/mua-ban-nha-dat-quan-phu-nhuan-tp-ho-chi-minh/109398463.htm
"8,49 tỷ","Trần Thị Cờ, Phường Thới An, Quận 12, Tp Hồ Chí Minh",80 m²,4 phòng,,"Nhà mặt phố, mặt tiền",Đã có sổ,https://www.nhatot.com/mua-ban-nha-dat-quan-12-tp-ho-chi-minh/109262087.htm#px=SR-special_display_ad-[PO-17][PL-default]
"2,4 tỷ","Đường Huỳnh Văn Bánh, Phường 10, Quận Phú Nhuận, Tp Hồ Chí Minh",60 m²,4 phòng,3,"Nhà ngõ, hẻm",Đã có sổ,https://www.nhatot.com/mua-ban-nha-dat-quan-phu-nhuan-tp-ho-chi-minh/109950944.htm
"1,2 tỷ","Tây Thạnh, Phường Tây Thạnh, Quận Tân Phú, Tp Hồ Chí Minh",60 m²,3 phòng,1,"Nhà ngõ, hẻm",Đã có sổ,https://www.nhatot.com/mua-ban-nha-dat-quan-tan-phu-tp-ho-chi-minh/110820876.htm
"2,2 tỷ","8 Đường Tx130, Phường Thạnh Xuân, Quận 12, Tp Hồ Chí Minh",72 m²,3 phòng,2,"Nhà ngõ, hẻm",Đang chờ sổ,https://www.nhatot.com/mua-ban-nha-dat-quan-12-tp-ho-chi-minh/109062513.htm
"1,05 tỷ","Đường Đỗ Tấn Phong, Phường 9, Quận Phú Nhuận, Tp Hồ Chí Minh",21 m²,3 phòng,,"Nhà ngõ, hẻm",,https://www.nhatot.com/mua-ban-nha-dat-quan-phu-nhuan-tp-ho-chi-minh/106045066.htm
"18,8 tỷ","Đường Nguyễn Tri Phương, Phường 4, Quận 10, Tp Hồ Chí Minh",46 m²,2 phòng,,"Nhà mặt phố, mặt tiền",,https://www.nhatot.com/mua-ban-nha-dat-quan-10-tp-ho-chi-minh/110617084.htm
"5,89 tỷ","Tân Thới Hiệp 15, Phường Tân Thới Hiệp, Quận 12, Tp Hồ Chí Minh",106 m²,6 phòng,,"Nhà ngõ, hẻm",Đã có sổ,https://www.nhatot.com/mua-ban-nha-dat-quan-12-tp-ho-chi-minh/110215363.htm
"2,482 tỷ","Quốc lộ 13, Phường 26, Quận Bình Thạnh, Tp Hồ Chí Minh",160 m²,4 phòng,,"Nhà ngõ, hẻm",Đã có sổ,https://www.nhatot.com/mua-ban-nha-dat-quan-binh-thanh-tp-ho-chi-minh/110683099.htm
960 triệu,"Đường Nguyễn Văn Đậu, Phường 5, Quận Bình Thạnh, Tp Hồ Chí Minh",56 m²,2 phòng,1,"Nhà ngõ, hẻm",,https://www.nhatot.com/mua-ban-nha-dat-quan-binh-thanh-tp-ho-chi-minh/110698913.htm
"2,5 tỷ","Thống Nhất, Phường 11, Quận Gò Vấp, Tp Hồ Chí Minh",25 m²,2 phòng,,"Nhà ngõ, hẻm",,https://www.nhatot.com/mua-ban-nha-dat-quan-go-vap-tp-ho-chi-minh/110820835.htm
"1,63 tỷ","Đường Lê Đức Thọ, Phường 16, Quận Gò Vấp, Tp Hồ Chí Minh",65 m²,4 phòng,2,"Nhà mặt phố, mặt tiền",Đã có sổ,https://www.nhatot.com/mua-ban-nha-dat-quan-go-vap-tp-ho-chi-minh/110362991.htm
"12,5 tỷ","Đường Cao Lỗ, Phường 4, Quận 8, Tp Hồ Chí Minh",80 m²,9 phòng,,"Nhà mặt phố, mặt tiền",Đã có sổ,https://www.nhatot.com/mua-ban-nha-dat-quan-8-tp-ho-chi-minh/107529907.htm
"1,38 tỷ","Đường Đỗ Nhuận, Phường Sơn Kỳ, Quận Tân Phú, Tp Hồ Chí Minh",55 m²,3 phòng,1,"Nhà ngõ, hẻm",Đã có sổ,https://www.nhatot.com/mua-ban-nha-dat-quan-tan-phu-tp-ho-chi-minh/106171055.htm
"1,59 tỷ","Đường Cao Lỗ, Phường 4, Quận 8, Tp Hồ Chí Minh",75 m²,3 phòng,1,"Nhà mặt phố, mặt tiền",Đã có sổ,https://www.nhatot.com/mua-ban-nha-dat-quan-8-tp-ho-chi-minh/110774449.htm
"7,9 tỷ","Ni Sư Huỳnh Liên, Phường 10, Quận Tân Bình, Tp Hồ Chí Minh",60 m²,5 phòng,5,"Nhà ngõ, hẻm",Đã có sổ,https://www.nhatot.com/mua-ban-nha-dat-quan-tan-binh-tp-ho-chi-minh/110820818.htm
"9,6 tỷ","phạm văn chiêu, Phường 14, Quận Gò Vấp, Tp Hồ Chí Minh",64.7 m²,4 phòng,5,"Nhà ngõ, hẻm",Đã có sổ,https://www.nhatot.com/mua-ban-nha-dat-quan-go-vap-tp-ho-chi-minh/110367269.htm#px=SR-special_display_ad-[PO-9][PL-default]
"1,9 tỷ","Đường Trần Quang Diệu, Phường 14, Quận 3, Tp Hồ Chí Minh",31.5 m²,2 phòng,,"Nhà ngõ, hẻm",Đã có sổ,https://www.nhatot.com/mua-ban-nha-dat-quan-3-tp-ho-chi-minh/110820801.htm
699 triệu,"hẻm 88, Huỳnh Tấn Phát, Phường Tân Thuận Tây, Quận 7, Tp Hồ Chí Minh",15 m²,1 phòng,,"Nhà ngõ, hẻm",Giấy tờ khác,https://www.nhatot.com/mua-ban-nha-dat-quan-7-tp-ho-chi-minh/109476342.htm
"6,79 tỷ","Trần Thị Hè ( HT42), Phường Hiệp Thành, Quận 12, Tp Hồ Chí Minh",119 m²,5 phòng,,"Nhà mặt phố, mặt tiền",Đã có sổ,https://www.nhatot.com/mua-ban-nha-dat-quan-12-tp-ho-chi-minh/110279835.htm
"12,5 tỷ","Lê Thị Hồng, Phường 17, Quận Gò Vấp, Tp Hồ Chí Minh",93 m²,8 phòng,3,"Nhà mặt phố, mặt tiền",Đã có sổ,https://www.nhatot.com/mua-ban-nha-dat-quan-go-vap-tp-ho-chi-minh/110468283.htm
"7,2 tỷ","Hương lộ 2, Phường Bình Trị Đông A, Quận Bình Tân, Tp Hồ Chí Minh",112 m²,1 phòng,,"Nhà ngõ, hẻm",Đã có sổ,https://www.nhatot.com/mua-ban-nha-dat-quan-binh-tan-tp-ho-chi-minh/109270982.htm
"2,7 tỷ","Nguyễn Đình Chính, Phường 15, Quận Phú Nhuận, Tp Hồ Chí Minh",65 m²,2 phòng,2,"Nhà ngõ, hẻm",Đã có sổ,https://www.nhatot.com/mua-ban-nha-dat-quan-phu-nhuan-tp-ho-chi-minh/108132306.htm
"4,4 tỷ","Bùi Văn Ngữ, Phường Hiệp Thành, Quận 12, Tp Hồ Chí Minh",75 m²,3 phòng,3,"Nhà ngõ, hẻm",Đã có sổ,https://www.nhatot.com/mua-ban-nha-dat-quan-12-tp-ho-chi-minh/110820788.htm
5 tỷ,"Phú Thọ Hoà, Phường Phú Thọ Hòa, Quận Tân Phú, Tp Hồ Chí Minh",48 m²,2 phòng,2,"Nhà ngõ, hẻm",Đã có sổ,https://www.nhatot.com/mua-ban-nha-dat-quan-tan-phu-tp-ho-chi-minh/110820748.htm#px=SR-special_display_ad-[PO-18][PL-default]
"3,69 tỷ","Trần Quốc Thảo, Phường 9, Quận 3, Tp Hồ Chí Minh",40 m²,3 phòng,3,"Nhà ngõ, hẻm",Đã có sổ,https://www.nhatot.com/mua-ban-nha-dat-quan-3-tp-ho-chi-minh/110820753.htm#px=SR-special_display_ad-[PO-17][PL-default]
"2,6 tỷ","Trần Quang Diệu, Phường 13, Quận 3, Tp Hồ Chí Minh",15 m²,2 phòng,2,"Nhà ngõ, hẻm",Đã có sổ,https://www.nhatot.com/mua-ban-nha-dat-quan-3-tp-ho-chi-minh/109271292.htm
"2,85 tỷ","Tô Ngọc Vân, Phường 15, Quận Gò Vấp, Tp Hồ Chí Minh",53 m²,3 phòng,,"Nhà ngõ, hẻm",,https://www.nhatot.com/mua-ban-nha-dat-quan-go-vap-tp-ho-chi-minh/110766454.htm
"9,3 tỷ","Tô Hiến Thành, Phường 14, Quận 10, Tp Hồ Chí Minh",56 m²,3 phòng,5,"Nhà ngõ, hẻm",Đã có sổ,https://www.nhatot.com/mua-ban-nha-dat-quan-10-tp-ho-chi-minh/103952863.htm
"5,5 tỷ","Dương Quảng Hàm, Phường 5, Quận Gò Vấp, Tp Hồ Chí Minh",47 m²,4 phòng,4,"Nhà ngõ, hẻm",Đã có sổ,https://www.nhatot.com/mua-ban-nha-dat-quan-go-vap-tp-ho-chi-minh/110172662.htm
"2,7 tỷ","Hoàng Sa, Phường Đa Kao, Quận 1, Tp Hồ Chí Minh",60 m²,2 phòng,2,"Nhà mặt phố, mặt tiền",Đã có sổ,https://www.nhatot.com/mua-ban-nha-dat-quan-1-tp-ho-chi-minh/108084016.htm
"5,6 tỷ","Nguyễn Đình Chiểu, Phường 4, Quận 3, Tp Hồ Chí Minh",24 m²,4 phòng,,"Nhà ngõ, hẻm",Đã có sổ,https://www.nhatot.com/mua-ban-nha-dat-quan-3-tp-ho-chi-minh/110074686.htm
"2,65 tỷ","Huỳnh Văn Bánh, Phường 11, Quận Phú Nhuận, Tp Hồ Chí Minh",64 m²,2 phòng,2,"Nhà ngõ, hẻm",Đã có sổ,https://www.nhatot.com/mua-ban-nha-dat-quan-phu-nhuan-tp-ho-chi-minh/108083372.htm
"5,5 tỷ","Hẻm 238 Lê Văn Quới, Phường Bình Hưng Hoà A, Quận Bình Tân, Tp Hồ Chí Minh",68 m²,2 phòng,2,Nhà phố liền kề,Đã có sổ,https://www.nhatot.com/mua-ban-nha-dat-quan-binh-tan-tp-ho-chi-minh/110628203.htm
"4,5 tỷ","Đường Nguyễn Văn Quá, Phường Đông Hưng Thuận, Quận 12, Tp Hồ Chí Minh",85 m²,4 phòng,2,"Nhà mặt phố, mặt tiền",,https://www.nhatot.com/mua-ban-nha-dat-quan-12-tp-ho-chi-minh/110820677.htm
"4,65 tỷ","Cô Giang, Phường 2, Quận Phú Nhuận, Tp Hồ Chí Minh",39 m²,3 phòng,3,"Nhà ngõ, hẻm",Đã có sổ,https://www.nhatot.com/mua-ban-nha-dat-quan-phu-nhuan-tp-ho-chi-minh/110820688.htm
2 tỷ,"Đường Vĩnh Viễn, Phường 4, Quận 10, Tp Hồ Chí Minh",65 m²,1 phòng,1,"Nhà ngõ, hẻm",Đã có sổ,https://www.nhatot.com/mua-ban-nha-dat-quan-10-tp-ho-chi-minh/110820670.htm
4 tỷ,"Đường Nguyễn Sơn, Phường Bình Hưng Hoà A, Quận Bình Tân, Tp Hồ Chí Minh",58 m²,4 phòng,3,"Nhà ngõ, hẻm",Đã có sổ,https://www.nhatot.com/mua-ban-nha-dat-quan-binh-tan-tp-ho-chi-minh/110820665.htm
"4,65 tỷ","Trần Quốc Tuấn, Phường 7, Quận Gò Vấp, Tp Hồ Chí Minh",54 m²,2 phòng,,"Nhà ngõ, hẻm",,https://www.nhatot.com/mua-ban-nha-dat-quan-go-vap-tp-ho-chi-minh/96948387.htm
2 tỷ,"Đường Nguyễn Cửu Đàm, Phường Tân Sơn Nhì, Quận Tân Phú, Tp Hồ Chí Minh",63 m²,3 phòng,1,"Nhà ngõ, hẻm",Đã có sổ,https://www.nhatot.com/mua-ban-nha-dat-quan-tan-phu-tp-ho-chi-minh/110820637.htm
"1,35 tỷ","Hai Tặng, Xã Hưng Long, Huyện Bình Chánh, Tp Hồ Chí Minh",48 m²,2 phòng,2,"Nhà mặt phố, mặt tiền",Đã có sổ,https://www.nhatot.com/mua-ban-nha-dat-huyen-binh-chanh-tp-ho-chi-minh/110574924.htm
950 triệu,"Lê Văn Lương, Xã Nhơn Đức, Huyện Nhà Bè, Tp Hồ Chí Minh",34 m²,2 phòng,,"Nhà mặt phố, mặt tiền",Đã có sổ,https://www.nhatot.com/mua-ban-nha-dat-huyen-nha-be-tp-ho-chi-minh/105871634.htm
"3,55 tỷ","Hẻm 109 Số 2, Phường 16, Quận Gò Vấp, Tp Hồ Chí Minh",32 m²,2 phòng,1,"Nhà ngõ, hẻm",Đã có sổ,https://www.nhatot.com/mua-ban-nha-dat-quan-go-vap-tp-ho-chi-minh/102308779.htm#px=SR-special_display_ad-[PO-16][PL-default]
"3,79 tỷ","Đường Phạm Văn Bạch, Phường 15, Quận Tân Bình, Tp Hồ Chí Minh",47 m²,4 phòng,3,"Nhà ngõ, hẻm",Đã có sổ,https://www.nhatot.com/mua-ban-nha-dat-quan-tan-binh-tp-ho-chi-minh/110017647.htm
"3,95 tỷ","Trương Định, Phường Bến Thành, Quận 1, Tp Hồ Chí Minh",79 m²,3 phòng,2,"Nhà ngõ, hẻm",Đã có sổ,https://www.nhatot.com/mua-ban-nha-dat-quan-1-tp-ho-chi-minh/108227289.htm
"2,7 tỷ","Đường Nam Hoà, Phường Phước Long A (Quận 9 cũ), Thành phố Thủ Đức, Tp Hồ Chí Minh",40 m²,2 phòng,2,"Nhà ngõ, hẻm",Đã có sổ,https://www.nhatot.com/mua-ban-nha-dat-thanh-pho-thu-duc-tp-ho-chi-minh/110820608.htm#px=SR-special_display_ad-[PO-19][PL-default]
"2,7 tỷ","Tân Chánh Hiệp 13, Phường Tân Chánh Hiệp, Quận 12, Tp Hồ Chí Minh",26 m²,2 phòng,2,"Nhà ngõ, hẻm",Đã có sổ,https://www.nhatot.com/mua-ban-nha-dat-quan-12-tp-ho-chi-minh/109322307.htm
"13,5 tỷ","LÊ QUANG ĐỊNH, Phường 5, Quận Bình Thạnh, Tp Hồ Chí Minh",123 m²,5 phòng,,"Nhà mặt phố, mặt tiền",Đã có sổ,https://www.nhatot.com/mua-ban-nha-dat-quan-binh-thanh-tp-ho-chi-minh/105877696.htm
69 tỷ,"Đỗ Xuân Hợp, Phường Phước Long B (Quận 9 cũ), Thành phố Thủ Đức, Tp Hồ Chí Minh",313 m²,7 phòng,,"Nhà mặt phố, mặt tiền",Đã có sổ,https://www.nhatot.com/mua-ban-nha-dat-thanh-pho-thu-duc-tp-ho-chi-minh/109177462.htm
"6,5 tỷ","Đại Lộ 3, Phường Phước Bình (Quận 9 cũ), Thành phố Thủ Đức, Tp Hồ Chí Minh",80 m²,2 phòng,,"Nhà mặt phố, mặt tiền",Đã có sổ,https://www.nhatot.com/mua-ban-nha-dat-thanh-pho-thu-duc-tp-ho-chi-minh/109206649.htm
"1,17 tỷ","NGUYỄN THỊ THẬP, Phường Tân Phong, Quận 7, Tp Hồ Chí Minh",57 m²,2 phòng,1,"Nhà ngõ, hẻm",,https://www.nhatot.com/mua-ban-nha-dat-quan-7-tp-ho-chi-minh/110820582.htm
"7,5 tỷ","Lê lai, Phường 1, Quận Gò Vấp, Tp Hồ Chí Minh",60 m²,9 phòng,,Nhà phố liền kề,Đã có sổ,https://www.nhatot.com/mua-ban-nha-dat-quan-go-vap-tp-ho-chi-minh/107019782.htm
"2,05 tỷ","Đường Triệu Quang Phục, Phường 10, Quận 5, Tp Hồ Chí Minh",48 m²,2 phòng,1,"Nhà ngõ, hẻm",Đã có sổ,https://www.nhatot.com/mua-ban-nha-dat-quan-5-tp-ho-chi-minh/110820546.htm
"9,5 tỷ","Tân Hoà Đông, Phường Bình Trị Đông, Quận Bình Tân, Tp Hồ Chí Minh",114 m²,4 phòng,2,"Nhà ngõ, hẻm",Đã có sổ,https://www.nhatot.com/mua-ban-nha-dat-quan-binh-tan-tp-ho-chi-minh/110159080.htm
"2,59 tỷ","Thống Nhất, Phường 16, Quận Gò Vấp, Tp Hồ Chí Minh",23 m²,2 phòng,1,"Nhà ngõ, hẻm",Đã có sổ,https://www.nhatot.com/mua-ban-nha-dat-quan-go-vap-tp-ho-chi-minh/110820543.htm
"3,225 tỷ","Lê Hồng Phong, Phường 1, Quận 10, Tp Hồ Chí Minh",60 m²,4 phòng,3,"Nhà mặt phố, mặt tiền",Đã có sổ,https://www.nhatot.com/mua-ban-nha-dat-quan-10-tp-ho-chi-minh/110353135.htm
"4,3 tỷ","Đường Huỳnh Tấn Phát, Phường Tân Phú, Quận 7, Tp Hồ Chí Minh",52 m²,4 phòng,2,"Nhà ngõ, hẻm",Đã có sổ,https://www.nhatot.com/mua-ban-nha-dat-quan-7-tp-ho-chi-minh/109717050.htm
"2,25 tỷ","Phạm Văn Chiêu, Phường 14, Quận Gò Vấp, Tp Hồ Chí Minh",48 m²,4 phòng,2,"Nhà mặt phố, mặt tiền",Đã có sổ,https://www.nhatot.com/mua-ban-nha-dat-quan-go-vap-tp-ho-chi-minh/110336914.htm
"4,98 tỷ","Đường Phan Văn Trị, Phường 7, Quận Gò Vấp, Tp Hồ Chí Minh",30 m²,2 phòng,,"Nhà ngõ, hẻm",Đã có sổ,https://www.nhatot.com/mua-ban-nha-dat-quan-go-vap-tp-ho-chi-minh/110820526.htm
"5,5 tỷ","Đường An Dương Vương, Phường 16, Quận 8, Tp Hồ Chí Minh",52 m²,4 phòng,4,"Nhà ngõ, hẻm",Đã có sổ,https://www.nhatot.com/mua-ban-nha-dat-quan-8-tp-ho-chi-minh/88381695.htm
"10,9 tỷ","Gò Dầu, Phường Tân Sơn Nhì, Quận Tân Phú, Tp Hồ Chí Minh",90 m²,4 phòng,3,"Nhà ngõ, hẻm",Đã có sổ,https://www.nhatot.com/mua-ban-nha-dat-quan-tan-phu-tp-ho-chi-minh/110232932.htm
"11,3 tỷ","Nguyễn Đình Chính, Phường 8, Quận Phú Nhuận, Tp Hồ Chí Minh",140 m²,5 phòng,,Nhà biệt thự,,https://www.nhatot.com/mua-ban-nha-dat-quan-phu-nhuan-tp-ho-chi-minh/110617083.htm
900 triệu,"53/10, Tân Thới Nhất 17, Phường Tân Thới Nhất, Quận 12, Tp Hồ Chí Minh",29 m²,1 phòng,1,"Nhà ngõ, hẻm",Giấy tờ khác,https://www.nhatot.com/mua-ban-nha-dat-quan-12-tp-ho-chi-minh/109976610.htm
610 triệu,"Tô Ngọc Vân, Phường 16, Quận Gò Vấp, Tp Hồ Chí Minh",28 m²,2 phòng,1,"Nhà mặt phố, mặt tiền",Đã có sổ,https://www.nhatot.com/mua-ban-nha-dat-quan-go-vap-tp-ho-chi-minh/109513092.htm
"5,7 tỷ","Đường Số 22, Phường Phước Long B (Quận 9 cũ), Thành phố Thủ Đức, Tp Hồ Chí Minh",56 m²,3 phòng,3,"Nhà mặt phố, mặt tiền",Đã có sổ,https://www.nhatot.com/mua-ban-nha-dat-thanh-pho-thu-duc-tp-ho-chi-minh/110777392.htm
"2,45 tỷ","115, Đường Số 475, Phường Phước Long B (Quận 9 cũ), Thành phố Thủ Đức, Tp Hồ Chí Minh",36 m²,2 phòng,2,"Nhà ngõ, hẻm",,https://www.nhatot.com/mua-ban-nha-dat-thanh-pho-thu-duc-tp-ho-chi-minh/110820466.htm
"2,1 tỷ","Đường Nguyễn Oanh, Phường 17, Quận Gò Vấp, Tp Hồ Chí Minh",48 m²,3 phòng,2,"Nhà ngõ, hẻm",Đã có sổ,https://www.nhatot.com/mua-ban-nha-dat-quan-go-vap-tp-ho-chi-minh/110813670.htm
"6,8 tỷ","25/, Đường Bùi Quang Là, Phường 12, Quận Gò Vấp, Tp Hồ Chí Minh",52 m²,3 phòng,,Nhà biệt thự,Đã có sổ,https://www.nhatot.com/mua-ban-nha-dat-quan-go-vap-tp-ho-chi-minh/109542760.htm
"1,1 tỷ","Chu Văn An, Phường 12, Quận Bình Thạnh, Tp Hồ Chí Minh",21 m²,3 phòng,,"Nhà ngõ, hẻm",,https://www.nhatot.com/mua-ban-nha-dat-quan-binh-thanh-tp-ho-chi-minh/104640417.htm
"1,19 tỷ","Đường Hoàng Diệu 2, Phường Linh Chiểu (Quận Thủ Đức cũ), Thành phố Thủ Đức, Tp Hồ Chí Minh",57 m²,2 phòng,1,"Nhà mặt phố, mặt tiền",Đã có sổ,https://www.nhatot.com/mua-ban-nha-dat-thanh-pho-thu-duc-tp-ho-chi-minh/110731379.htm
"3,68 tỷ","Đường Âu Dương Lân, Phường 3, Quận 8, Tp Hồ Chí Minh",30.3 m²,2 phòng,2,"Nhà ngõ, hẻm",Đã có sổ,https://www.nhatot.com/mua-ban-nha-dat-quan-8-tp-ho-chi-minh/110820464.htm
"1,49 tỷ","Lê Văn Lương, Xã Nhơn Đức, Huyện Nhà Bè, Tp Hồ Chí Minh",21 m²,2 phòng,1,"Nhà ngõ, hẻm",Đã có sổ,https://www.nhatot.com/mua-ban-nha-dat-huyen-nha-be-tp-ho-chi-minh/110820445.htm
"1,4 tỷ","Phan Văn Trị, Phường 5, Quận Gò Vấp, Tp Hồ Chí Minh",70 m²,4 phòng,2,"Nhà mặt phố, mặt tiền",,https://www.nhatot.com/mua-ban-nha-dat-quan-go-vap-tp-ho-chi-minh/110814899.htm
